jar,bytes,status,namespaces,namespace_count,has_en_us,has_ko_kr,classification,error
fusion-1.3.3-neoforge-mc1.21.1.jar,883798,ok,fusion,1,True,False,en_only,
fzzy_config-0.7.6+1.21+neoforge.jar,2369895,ok,fzzy_config,1,True,False,en_only,
GatewaysToEternity-1.21.1-5.1.0.jar,646451,ok,gateways,1,True,False,en_only,
geckolib-neoforge-1.21.1-4.9.1.jar,630581,ok,,0,False,False,no_target_language_file,
generatorgalore-1.21.1-1.6.3.jar,397687,ok,generatorgalore,1,True,False,en_only,
getittogetherdrops-neoforge-1.21.5-1.4.jar,8825,ok,getittogetherdrops,1,True,False,en_only,
Glassential-renewed-1.21.1-3.4.4.jar,702385,ok,glassential,1,True,True,en_and_ko,
Glodium-1.21-2.2-neoforge.jar,61377,ok,,0,False,False,no_target_language_file,
GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar,40188,ok,gmut,1,True,True,en_and_ko,
guideme-21.1.16.jar,9309277,ok,guideme,1,True,False,en_only,
handcrafted-neoforge-1.21.1-4.0.3.jar,7132842,ok,handcrafted,1,True,True,en_and_ko,
hardenedarmadillos-1.21.1-0.2.0.jar,10389,ok,hardenedarmadillos,1,True,False,en_only,
HellishTrials-neoforge-1.0.5.jar,581988,ok,,0,False,False,no_target_language_file,
herbsandharvest-1.21.1-15.jar,17798159,ok,herbsandharvest,1,True,False,en_only,
heyberryshutup-1.21.0-2.0.4.jar,6186,ok,,0,False,False,no_target_language_file,
HostileNeuralNetworks-1.21.1-6.4.1.jar,467771,ok,hostilenetworks,1,True,True,en_and_ko,
iceandfire-2.0-beta.17.jar,20848811,ok,iceandfire,1,True,True,en_and_ko,
Iceberg-1.21.1-neoforge-1.3.2.jar,213853,ok,,0,False,False,no_target_language_file,
illagerwarship-1.0.1-neoforge-1.21.1.jar,71280,ok,illagerwarship,1,True,False,en_only,
imfast-NEOFORGE-1.0.2.jar,4157,ok,imfast,1,True,False,en_only,
ImmediatelyFast-NeoForge-1.6.10+1.21.1.jar,368598,ok,,0,False,False,no_target_language_file,
Immersive-Energistics-1.1.0-beta.jar,40560,ok,immeng,1,True,False,en_only,
ImmersiveEngineering-1.21.1-12.4.2-194.jar,14232121,ok,immersiveengineering,1,True,True,en_and_ko,
incontrol-1.21-10.2.6.jar,347280,ok,,0,False,False,no_target_language_file,
industrial-foregoing-souls-1.21.1-1.10.7.jar,136908,ok,industrialforegoingsouls,1,True,False,en_only,
industrialforegoing-1.21-3.6.38.jar,4630924,ok,industrialforegoing,1,True,True,en_and_ko,
industrialization_overdrive-1.11.2+1.21.1.jar,119137,ok,industrialization_overdrive,1,True,False,en_only,
integratedcrafting-1.21.1-neoforge-1.4.6.jar,377545,ok,integratedcrafting,1,True,True,en_and_ko,
integrateddynamics-1.21.1-neoforge-1.33.3.jar,4359971,ok,integrateddynamics;integrateddynamicscompat,2,True,True,en_and_ko,
integratedscripting-1.21.1-neoforge-1.0.22-373.jar,38503471,ok,integratedscripting,1,True,True,en_and_ko,
integratedterminals-1.21.1-neoforge-1.7.0.jar,662599,ok,integratedterminals;integratedterminalscompat,2,True,True,en_and_ko,
integratedtunnels-1.21.1-neoforge-1.9.4-632.jar,683379,ok,integratedtunnels,1,True,True,en_and_ko,
interdimensionalwirelesstransmitter-neoforge-1.21.1-0.1.5.jar,141867,ok,interdimensionalwirelesstransmitter,1,True,False,en_only,
invtweaks-1.21.1-1.3.2.jar,77127,ok,invtweaks,1,True,False,en_only,
iris-neoforge-1.8.14-beta.1+mc1.21.1.jar,2540723,ok,iris,1,True,True,en_and_ko,
IrisSearch-1.2.2-neoforge.jar,155400,ok,iris_search,1,True,False,en_only,
ironfurnaces-neoforge-1.21.1-4.3.2.jar,576866,ok,ironfurnaces,1,True,False,en_only,
IronJetpacks-1.21.1-8.0.11.jar,154859,ok,ironjetpacks,1,True,False,en_only,
irons_jewelry-1.21.1-2.0.1.jar,730962,ok,irons_jewelry,1,True,True,en_and_ko,
irons_lib-1.21.1-1.1.0.jar,400168,ok,irons_lib;irons_patreon_lib,2,True,False,en_only,
irons_spellbooks-1.21.1-3.16.1.jar,13789430,ok,irons_spellbooks,1,True,True,en_and_ko,
itemcollectors-1.1.10-neoforge-mc1.21.jar,100837,ok,itemcollectors,1,True,True,en_and_ko,
Jade-1.21.1-NeoForge-15.10.5.jar,725742,ok,jade,1,True,True,en_and_ko,
jearchaeology-1.21.1-1.2.0.jar,53509,ok,jearchaeology,1,True,False,en_only,
jei-1.21.1-neoforge-19.27.0.343.jar,1529892,ok,jei,1,True,True,en_and_ko,
journeymap-neoforge-1.21.1-6.0.0-beta.88.jar,4133334,ok,journeymap,1,True,True,en_and_ko,
jumpboat-1.21.0-1.0.5.jar,5328,ok,,0,False,False,no_target_language_file,
jupiter-2.3.7-1.21.1-neoforge.jar,278988,ok,jupiter,1,True,False,en_only,
justdirethings-1.5.7.jar,2853190,ok,justdirethings,1,True,False,en_only,
justenoughbreeding-neoforge-1.21.1-3.1.0.jar,585209,ok,justenoughbreeding,1,True,False,en_only,
JustEnoughMekanismMultiblocks-1.21.1-7.15.jar,185493,ok,jei_mekanism_multiblocks,1,True,True,en_and_ko,
JustEnoughProfessions-neoforge-1.21.1-4.0.5.jar,24879,ok,justenoughprofessions,1,True,False,en_only,
justzoom_neoforge_2.1.0_MC_1.21.1.jar,43798,ok,justzoom,1,True,False,en_only,
keybindbundles-1.4.0.jar,89565,ok,keybindbundles,1,True,False,en_only,
KeybindsPurger-1.4.0-neoforge-1.21.1.jar,39710,ok,keybindspurger,1,True,False,en_only,
konkrete_neoforge_1.9.9_MC_1.21.jar,618842,ok,,0,False,False,no_target_language_file,
kotlinforforge-5.11.0-all.jar,6869790,ok,,0,False,False,no_target_language_file,
kubejs-neoforge-2101.7.2-build.368.jar,2281720,ok,,0,False,False,no_target_language_file,
kubejstweaks-1.0.6.jar,421764,ok,kubejstweaks,1,True,False,en_only,
L_Ender's Cataclysm 1.21.1-3.31.jar,73346531,ok,cataclysm,1,True,True,en_and_ko,
laserbridges-1.21.1-neoforge-5.3.jar,199979,ok,laserbridges,1,True,False,en_only,
laserio-1.9.11.jar,1305285,ok,laserio,1,True,False,en_only,
lionfishapi-3.0.jar,91414,ok,lionfishapi,1,True,False,en_only,
lithostitched-1.7.11-neoforge-21.1.jar,852066,ok,,0,False,False,no_target_language_file,
little-big-redstone-1.9.0-1.21.1.jar,1562070,ok,little_big_redstone,1,True,False,en_only,
livingthings-neoforge-1.21.1-2.3.0.jar,962953,ok,livingthings,1,True,False,en_only,
lmft-1.1.1+1.21.9-neoforge.jar,78624,ok,,0,False,False,no_target_language_file,
lootr-neoforge-1.21.1-1.11.37.120.jar,976023,ok,lootr,1,True,True,en_and_ko,
luminax-1.3.1_neoforge_1.21.1.jar,704672,ok,luminax,1,True,False,en_only,
mahoutsukai-1.21.1-v1.36.27.jar,5045082,ok,mahoutsukai,1,True,True,en_and_ko,
mcjtylib-1.21-9.0.21.jar,699982,ok,mcjtylib,1,True,False,en_only,
mcw-bridges-3.1.2-mc1.21.1neoforge.jar,661387,ok,mcwbridges,1,True,True,en_and_ko,
mcw-doors-1.1.5-mc1.21.1neoforge.jar,1190404,ok,mcwdoors,1,True,True,en_and_ko,
mcw-furniture-3.4.1-mc1.21.1neoforge.jar,2080436,ok,mcwfurnitures,1,True,True,en_and_ko,
mcw-holidays-1.1.2-mc1.21.1neoforge.jar,1012915,ok,mcwholidays,1,True,True,en_and_ko,
mcw-lights-1.1.5-mc1.21.1neoforge.jar,525744,ok,mcwlights,1,True,True,en_and_ko,
mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar,673871,ok,mcwfences,1,True,True,en_and_ko,
mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar,777742,ok,mcwpaths,1,True,False,en_only,
mcw-mcwstairs-1.0.2-mc1.21.1neoforge.jar,529082,ok,mcwstairs,1,True,True,en_and_ko,
mcw-mcwwindows-2.4.2-mc1.21.1neoforge.jar,1261268,ok,mcwwindows,1,True,True,en_and_ko,
mcw-roofs-2.3.2-mc1.21.1neoforge.jar,1784829,ok,mcwroofs,1,True,False,en_only,
mcw-trapdoors-1.1.5-mc1.21.1neoforge.jar,572870,ok,mcwtrpdoors,1,True,True,en_and_ko,
Measurements-neoforge-1.21.1-3.0.3.jar,47632,ok,measurements,1,True,False,en_only,
megacells-4.11.0.jar,1137276,ok,megacells,1,True,False,en_only,
Mekanism-1.21.1-10.7.19.85.jar,11976009,ok,mekanism,1,True,True,en_and_ko,
mekanismcovers-1.3-BETA+1.21.jar,136513,ok,mekanismcovers,1,True,False,en_only,
MekanismGenerators-1.21.1-10.7.19.85.jar,1114598,ok,mekanismgenerators,1,True,True,en_and_ko,
MekanismTools-1.21.1-10.7.19.85.jar,526620,ok,mekanismtools,1,True,True,en_and_ko,
mekanisticrouters-1.2.0.jar,248261,ok,mekanisticrouters,1,True,False,en_only,
mekmm-1.21.1-1.3.3.jar,2983024,ok,mekmm,1,True,False,en_only,
melody_neoforge_1.0.10_MC_1.21.jar,36096,ok,,0,False,False,no_target_language_file,
memorysettings-1.21-6.0.jar,22329,ok,memorysettings,1,True,False,en_only,
merequester-neoforge-1.21.1-1.4.3.jar,184517,ok,merequester,1,True,False,en_only,
merrymaking-1.21.1-16.jar,21960723,ok,merrymaking,1,True,False,en_only,
mffs-5.4.27.jar,3100552,ok,mffs,1,True,False,en_only,
mifa-neoforge-1.21.x-2.1.0.jar,122759,ok,mifa,1,True,False,en_only,
minecolonies-1.1.1339-1.21.1-snapshot.jar,77512461,ok,minecolonies,1,True,True,en_and_ko,
mininggadgets-1.18.6.jar,663946,ok,mininggadgets,1,True,False,en_only,
mob_grinding_utils-1.1.10+mc1.21.1.jar,1370085,ok,mob_grinding_utils,1,True,False,en_only,
modelfix-1.21-1.10.jar,47035,ok,,0,False,False,no_target_language_file,
Modern-Dynamics-0.9.6.jar,707745,ok,moderndynamics,1,True,False,en_only,
Modern-Industrialization-2.4.3.jar,7084290,ok,modern_industrialization,1,True,True,en_and_ko,
modernfix-neoforge-5.27.14+mc1.21.1.jar,589839,ok,modernfix,1,True,False,en_only,
modonomicon-1.21.1-neoforge-1.120.1.jar,2403998,ok,modonomicon,1,True,False,en_only,
modular-routers-13.2.5+mc1.21.1.jar,1285785,ok,modularrouters,1,True,True,en_and_ko,
ModularBees-1.21.1-3.2-neoforge.jar,559320,ok,modularbees,1,True,False,en_only,
monolib-neoforge-1.21.1-4.0.2.jar,167568,ok,,0,False,False,no_target_language_file,
moogs_structures-neoforge-1.21.1-3.0.0.jar,336580,ok,,0,False,False,no_target_language_file,
MoogsEndStructures-1.21-2.0.3.jar,1210283,ok,mes,1,True,False,en_only,
MoogsNetherStructures-1.21-3.0.0.jar,3794509,ok,mns,1,True,False,en_only,
MoogsSoaringStructures-1.21-2.1.2.jar,3621647,ok,mss,1,True,False,en_only,
MoogsVoyagerStructures-1.21-5.0.11.jar,1919526,ok,mvs,1,True,False,en_only,
moonlight-neoforge-1.21.1-3.0.19.jar,1603842,ok,moonlight,1,True,False,en_only,
moredragoneggs-5.0.jar,6389,ok,,0,False,False,no_target_language_file,
moreoverlays-1.24.2-mc1.21.1-neoforge.jar,112984,ok,moreoverlays,1,True,False,en_only,
morered-1.21.1-6.0.0.3.jar,535669,ok,morered,1,True,False,en_only,
MoreRed-CCT-Compat-1.21.1-1.3.0.jar,7312,ok,,0,False,False,no_target_language_file,
mostructures-neoforge-1.6.0+1.21.1.jar,779607,ok,mostructures,1,True,False,en_only,
MouseTweaks-neoforge-mc1.21-2.26.1.jar,73938,ok,,0,False,False,no_target_language_file,
multipiston-1.2.58-1.21.1.jar,34139,ok,multipiston,1,True,False,en_only,
MysticalAgradditions-1.21.1-8.0.13.jar,315832,ok,mysticalagradditions,1,True,True,en_and_ko,
MysticalAgriculture-1.21.1-8.0.26.jar,2324463,ok,mysticalagriculture,1,True,True,en_and_ko,
MysticalCustomization-1.21.1-6.0.2.jar,49374,ok,,0,False,False,no_target_language_file,
NaturesAura-41.9.jar,1443280,ok,naturesaura,1,True,False,en_only,
NaturesCompass-1.21.1-3.4.0-neoforge.jar,224657,ok,naturescompass,1,True,True,en_and_ko,
NeoAuth-1.21.1-1.0.1.jar,61287,ok,neo_auth,1,True,False,en_only,
netherportalfix-neoforge-1.21.1-21.1.1.jar,211972,ok,,0,False,False,no_target_language_file,
NoChatReports-NEOFORGE-1.21.1-v2.9.1.jar,306668,ok,nochatreports,1,True,True,en_and_ko,
not_enough_glyphs-1.21.1-4.6.1.jar,631361,ok,not_enough_glyphs,1,True,False,en_only,
notenoughanimations-neoforge-1.12.4-mc1.21.1.jar,1939625,ok,notenoughanimations,1,True,False,en_only,
novillagerdm-1.21.1-6.0.0.jar,4884,ok,,0,False,False,no_target_language_file,
Nullscape_1.21.x_v1.2.14.jar,355748,ok,,0,False,False,no_target_language_file,
observable-5.4.4.jar,388133,ok,observable,1,True,False,en_only,
occultism-1.21.1-neoforge-1.223.0.jar,6946398,ok,occultism,1,True,True,en_and_ko,
occultism_kubejs-1.21.1-neoforge-1.11.0.jar,434372,ok,,0,False,False,no_target_language_file,
OctoLib-NEOFORGE-0.6.2+1.21.jar,544378,ok,,0,False,False,no_target_language_file,
Oh-The-Biomes-Weve-Gone-NeoForge-2.6.0.jar,20484967,ok,biomeswevegone,1,True,False,en_only,
Oh-The-Trees-Youll-Grow-neoforge-1.21.1-5.3.2.jar,167431,ok,,0,False,False,no_target_language_file,
omegaconfig-neoforge-1.5.1.jar,20604,ok,,0,False,False,no_target_language_file,
OpenLoader-neoforge-1.21.1-21.1.5.jar,35602,ok,,0,False,False,no_target_language_file,
oracle_index-neoforge-1.3.0.jar,29601265,ok,oracle_index,1,True,False,en_only,
oritech-neoforge-1.21.1-1.2.8.jar,10986007,ok,oritech,1,True,False,en_only,
overloadedarmorbar-neoforge-1.21-2.jar,22307,ok,,0,False,False,no_target_language_file,
owo-lib-neoforge-0.12.15.5-beta.1+1.21.jar,1221583,ok,owo,1,True,False,en_only,
pamhc2crops-NEOFORGE-1.21.1-1.0.9.jar,1536646,ok,pamhc2crops,1,True,False,en_only,
pamhc2foodcore-NEOFORGE-1.21.1-1.0.4.jar,1699044,ok,pamhc2foodcore,1,True,False,en_only,
pamhc2foodextended-NEOFORGE-1.21.1-1.0.0.jar,1983616,ok,pamhc2foodextended,1,True,False,en_only,
pamhc2trees-NEOFORGE-1.21.1-1.0.9.jar,1399642,ok,pamhc2trees,1,True,False,en_only,
Patchouli-1.21.1-93-NEOFORGE.jar,646777,ok,patchouli,1,True,True,en_and_ko,
pipez-neoforge-1.21.1-1.2.19.jar,446672,ok,pipez,1,True,True,en_and_ko,
Placebo-1.21.1-9.9.1.jar,324056,ok,placebo,1,True,True,en_and_ko,
player-animation-lib-forge-2.0.4+1.21.1.jar,203149,ok,,0,False,False,no_target_language_file,
pneumaticcraft-repressurized-8.2.20+mc1.21.1.jar,11779628,ok,pneumaticcraft,1,True,False,en_only,
pocketstorage-1.2.5+1.21.1-b3.jar,264788,ok,pocketstorage,1,True,False,en_only,
polyeng-0.4.1.jar,20130,ok,,0,False,False,no_target_language_file,
polylib-2100.1.0-build.183-neoforge.jar,1299974,ok,polylib,1,True,False,en_only,
polymorph-neoforge-1.1.0+1.21.1.jar,174972,ok,polymorph,1,True,True,en_and_ko,
ponderjs-neoforge-1.21.1-2.4.0.jar,1571893,ok,,0,False,False,no_target_language_file,
potionsmaster-21.1.113-1.0.1.jar,216980,ok,potionsmaster,1,True,False,en_only,
Powah-6.2.10.jar,2737991,ok,lollipop;powah,2,True,False,en_only,
prickle-neoforge-1.21.1-21.1.11.jar,84812,ok,,0,False,False,no_target_language_file,
Prism-1.21.1-neoforge-1.0.11.jar,62031,ok,,0,False,False,no_target_language_file,
productivebees-1.21.1-13.13.5.jar,5216551,ok,productivebees,1,True,False,en_only,
productivemetalworks-1.21.1-1.15.0.jar,3042019,ok,productivemetalworks,1,True,False,en_only,
productivetrees-1.21.1-1.0.0.jar,13914805,ok,productivetrees,1,True,False,en_only,
pylons-1.21.1-5.4.2.jar,217973,ok,pylons,1,True,False,en_only,
railcraft-reborn-1.21.1-1.2.10.jar,5290986,ok,railcraft,1,True,True,en_and_ko,
Rainbows-1.21-1.5.jar,2307740,ok,rainbows,1,True,False,en_only,
rangedpumps-1.3.0.jar,25483,ok,rangedpumps,1,True,True,en_and_ko,
reap-neoforge-1.21.1-1.1.2.jar,140551,ok,,0,False,False,no_target_language_file,
rebind_narrator-1.21.1-neoforge-2025.12.23.jar,213661,ok,,0,False,False,no_target_language_file,
rechiseled-1.2.5-neoforge-mc1.21.jar,11498611,ok,rechiseled,1,True,False,en_only,
rechiseled_chipped-2.0-1.21.1.jar,177517,ok,rechiseled_chipped,1,True,False,en_only,
rechiseledcreate-1.1.1-neoforge-mc1.21.jar,983177,ok,rechiseledcreate,1,True,False,en_only,
redstonepen-1.21-neoforge-1.11.42.jar,513816,ok,redstonepen,1,True,False,en_only,
refined-types-1.21.1-0.3.2.jar,755931,ok,refinedtypes,1,True,False,en_only,
refinedstorage-curios-integration-1.0.0.jar,11177,ok,refinedstorage_curios_integration,1,True,False,en_only,
refinedstorage-jei-integration-neoforge-1.0.0.jar,58343,ok,refinedstorage_jei_integration,1,True,True,en_and_ko,
refinedstorage-mekanism-integration-1.1.1.jar,160633,ok,refinedstorage_mekanism_integration,1,True,True,en_and_ko,
refinedstorage-neoforge-2.0.9.jar,4360871,ok,refinedstorage,1,True,True,en_and_ko,
refinedstorage-quartz-arsenal-neoforge-1.0.8.jar,67115,ok,refinedstorage_quartz_arsenal,1,True,True,en_and_ko,
refurbished_furniture-neoforge-1.21.1-1.0.22.jar,7133477,ok,refurbished_furniture,1,True,False,en_only,
regions_unexplored-neoforge-1.21.1-0.5.9.jar,5365182,ok,regions_unexplored,1,True,False,en_only,
relics-1.21.1-0.12.8.jar,5007593,ok,relics,1,True,False,en_only,
reliquary-1.21.1-2.0.74.1509.jar,2241038,ok,reliquary,1,True,True,en_and_ko,
reliquified_artifacts-1.21.1-1.0.7.jar,699259,ok,reliquified_artifacts,1,True,False,en_only,
repeatable_trial_vaults-neoforge-1.21-1.0.3.jar,12970,ok,repeatable_trial_vaults,1,True,False,en_only,
repurposed_structures-7.5.21+1.21.1-neoforge.jar,8245469,ok,repurposed_structures,1,True,True,en_and_ko,
resourcefulconfig-neoforge-1.21-3.0.11.jar,341009,ok,resourcefulconfig,1,True,False,en_only,
resourcefullib-neoforge-1.21-3.0.12.jar,484332,ok,,0,False,False,no_target_language_file,
restrictions-1.21-7.0.3.jar,45018,ok,restrictions,1,True,False,en_only,
rftoolsbase-1.21-6.0.11.jar,463973,ok,rftoolsbase,1,True,False,en_only,
rftoolsbuilder-1.21-7.0.5.jar,1054852,ok,rftoolsbuilder,1,True,True,en_and_ko,
rftoolspower-1.21-7.0.6.jar,579975,ok,rftoolspower,1,True,True,en_and_ko,
rftoolsstorage-1.21-6.0.5.jar,398718,ok,rftoolsstorage,1,True,True,en_and_ko,
rftoolsutility-1.21-7.0.12.jar,1434987,ok,rftoolsutility,1,True,False,en_only,
rhino-2101.2.7-build.81.jar,882032,ok,,0,False,False,no_target_language_file,
RootsClassic-1.21.1-1.5.7.jar,635779,ok,rootsclassic,1,True,False,en_only,
