jar,namespace,en_path,ko_path,en_status,ko_status,en_keys,ko_keys,shared_keys,missing_in_ko,ko_only_keys,error
simplylight-1.5.3+1.21.1-b4.jar,simplylight,assets/simplylight/lang/en_us.json,,ok,missing,192,0,0,192,0,
smithingtemplateviewer-1.0.4.jar,smithingtemplateviewer,assets/smithingtemplateviewer/lang/en_us.json,,ok,missing,1,0,0,1,0,
sodium-extra-neoforge-0.9.3+mc1.21.1.jar,sodium-extra,assets/sodium-extra/lang/en_us.json,assets/sodium-extra/lang/ko_kr.json,ok,ok,416,380,378,38,2,
solcarrot-1.21.1-1.16.6.jar,solcarrot,assets/solcarrot/lang/en_us.json,assets/solcarrot/lang/ko_kr.json,ok,ok,60,60,60,0,0,
sophisticatedbackpacks-1.21.1-3.25.78.2107.jar,sophisticatedbackpacks,assets/sophisticatedbackpacks/lang/en_us.json,assets/sophisticatedbackpacks/lang/ko_kr.json,ok,ok,406,230,229,177,1,
sophisticatedcore-1.21.1-1.4.90.2299.jar,sophisticatedcore,assets/sophisticatedcore/lang/en_us.json,assets/sophisticatedcore/lang/ko_kr.json,ok,ok,303,154,153,150,1,
sophisticatedstorage-1.21.1-1.5.91.2127.jar,sophisticatedstorage,assets/sophisticatedstorage/lang/en_us.json,assets/sophisticatedstorage/lang/ko_kr.json,ok,ok,420,238,236,184,2,
sophisticatedstorageinmotion-1.21.1-0.10.34.358.jar,sophisticatedstorageinmotion,assets/sophisticatedstorageinmotion/lang/en_us.json,,ok,missing,8,0,0,8,0,
soulplied_energistics-1.0.3.jar,soulplied_energistics,assets/soulplied_energistics/lang/en_us.json,,ok,missing,4,0,0,4,0,
starbunclemania-1.21.1-1.5.7.jar,starbunclemania,assets/starbunclemania/lang/en_us.json,,ok,missing,150,0,0,150,0,
stepcrafter-neoforge-1.21.1-0.1.8.jar,stepcrafter,assets/stepcrafter/lang/en_us.json,,ok,missing,79,0,0,79,0,
stevescarts-1.21-1.2.18-neoforge.jar,stevescarts,assets/stevescarts/lang/en_us.json,,ok,missing,709,0,0,709,0,
storagedelight-26.07.01a-1.21-neoforge.jar,storagedelight,assets/storagedelight/lang/en_us.json,assets/storagedelight/lang/ko_kr.json,ok,ok,178,91,91,87,0,
structurize-1.0.832-1.21.1.jar,structurize,assets/structurize/lang/en_us.json,,ok,missing,236,0,0,236,0,
Super Factory Manager (SFM)-MC1.21.1-4.34.0.jar,sfm,assets/sfm/lang/en_us.json,,ok,missing,277,0,0,277,0,
supermartijn642corelib-1.1.24-neoforge-mc1.21.jar,supermartijn642corelib,assets/supermartijn642corelib/lang/en_us.json,,ok,missing,1,0,0,1,0,
supplementaries-1.21.1-3.9.5-neoforge.jar,supplementaries,assets/supplementaries/lang/en_us.json,assets/supplementaries/lang/ko_kr.json,ok,ok,1355,664,624,731,40,
sushigocrafting-1.21-0.6.5.jar,sushigocrafting,assets/sushigocrafting/lang/en_us.json,,ok,missing,108,0,0,108,0,
tempad-1.21.1-3.0.4-all.jar,tempad,assets/tempad/lang/en_us.json,,ok,missing,164,0,0,164,0,
tempad-1.21.1-3.0.4-all.jar,tempad_static,assets/tempad_static/lang/en_us.json,assets/tempad_static/lang/ko_kr.json,ok,ok,84,29,7,77,22,
TerraBlender-neoforge-1.21.1-4.1.0.8.jar,terrablender,assets/terrablender/lang/en_us.json,,ok,missing,2,0,0,2,0,
tesseract-api-neoforge-1.12.16-1.21.1.jar,tesseract_api,assets/tesseract_api/lang/en_us.json,,ok,missing,4,0,0,4,0,
the_bumblezone-7.15.3+1.21.1-neoforge.jar,the_bumblezone,assets/the_bumblezone/lang/en_us.json,assets/the_bumblezone/lang/ko_kr.json,ok,ok,1790,574,551,1239,23,
The_Undergarden-1.21.1-0.9.6.jar,undergarden,assets/undergarden/lang/en_us.json,assets/undergarden/lang/ko_kr.json,ok,ok,679,507,486,193,21,
theurgy-1.21.1-neoforge-1.76.0.jar,theurgy,assets/theurgy/lang/en_us.json,,ok,missing,2744,0,0,2744,0,
tiab-neoforge-6.5.4.jar,tiab,assets/tiab/lang/en_us.json,,ok,missing,4,0,0,4,0,
titanium-1.21-4.0.50.jar,titanium,assets/titanium/lang/en_us.json,,ok,missing,53,0,0,53,0,
ToastControl-1.21.1-9.0.1.jar,toastcontrol,assets/toastcontrol/lang/en_us.json,,ok,missing,2,0,0,2,0,
tombstone-neoforge-1.21.1-9.5.5.jar,tombstone,assets/tombstone/lang/en_us.json,,ok,missing,1240,0,0,1240,0,
ToolBelt-1.21.1-2.2.10.jar,toolbelt,assets/toolbelt/lang/en_us.json,assets/toolbelt/lang/ko_kr.json,ok,ok,13,13,13,0,0,
torchmaster-neoforge-1.21.1-21.1.9.jar,torchmaster,assets/torchmaster/lang/en_us.json,assets/torchmaster/lang/ko_kr.json,ok,ok,32,12,12,20,0,
transfer_labels-0.1.9.jar,transfer_labels,assets/transfer_labels/lang/en_us.json,,ok,missing,21,0,0,21,0,
trashcans-1.1.0-neoforge-mc1.21.jar,trashcans,assets/trashcans/lang/en_us.json,assets/trashcans/lang/ko_kr.json,ok,ok,34,32,32,2,0,
trashslot-neoforge-1.21.1-21.1.11.jar,trashslot,assets/trashslot/lang/en_us.json,assets/trashslot/lang/ko_kr.json,ok,ok,24,24,20,4,4,
treetap-1.21.1-0.4.6.jar,treetap,assets/treetap/lang/en_us.json,,ok,missing,8,0,0,8,0,
trophymanager-1.21.1-3.0.0.jar,trophymanager,assets/trophymanager/lang/en_us.json,,ok,missing,13,0,0,13,0,
twilightforest-1.21.1-4.8.3345-universal.jar,twilightforest,assets/twilightforest/lang/en_us.json,assets/twilightforest/lang/ko_kr.json,ok,ok,2061,1778,1764,297,14,
universalgrid-neoforge-1.21.1-0.3.2.jar,universalgrid,assets/universalgrid/lang/en_us.json,,ok,missing,16,0,0,16,0,
utilitarian-1.21.1-0.19.2.jar,utilitarian,assets/utilitarian/lang/en_us.json,,ok,missing,111,0,0,111,0,
utilityvest-1.3.0.jar,utilityvest,assets/utilityvest/lang/en_us.json,,ok,missing,36,0,0,36,0,
variantsandventures-neoforge-1.0.26+mc1.21.1.jar,variantsandventures,assets/variantsandventures/lang/en_us.json,,ok,missing,122,0,0,122,0,
waystones-neoforge-1.21.1-21.1.41.jar,waystones,assets/waystones/lang/en_us.json,assets/waystones/lang/ko_kr.json,ok,ok,356,139,92,264,47,
wirelesschargers-1.0.9a-neoforge-mc1.21.jar,wirelesschargers,assets/wirelesschargers/lang/en_us.json,assets/wirelesschargers/lang/ko_kr.json,ok,ok,23,23,18,5,5,
WitherSkeletonTweaks-1.21.1-10.1.1.jar,wstweaks,assets/wstweaks/lang/en_us.json,assets/wstweaks/lang/ko_kr.json,ok,ok,2,2,2,0,0,
xnet-1.21-7.0.7.jar,xnet,assets/xnet/lang/en_us.json,assets/xnet/lang/ko_kr.json,ok,ok,186,76,56,130,20,
xtonesreworked-1.1.1-1.21.1.jar,xtonesreworked,assets/xtonesreworked/lang/en_us.json,,ok,missing,547,0,0,547,0,
xycraft_core-0.7.53-all.jar,xycraft_core,assets/xycraft_core/lang/en_us.json,,ok,missing,106,0,0,106,0,
xycraft_machines-0.7.53.jar,xycraft_machines,assets/xycraft_machines/lang/en_us.json,,ok,missing,225,0,0,225,0,
xycraft_override-0.7.53.jar,xycraft_override,assets/xycraft_override/lang/en_us.json,,ok,missing,135,0,0,135,0,
xycraft_world-0.7.53.jar,xycraft_world,assets/xycraft_world/lang/en_us.json,,ok,missing,324,0,0,324,0,
yet_another_config_lib_v3-3.8.2+1.21.1-neoforge.jar,yet_another_config_lib_v3,assets/yet_another_config_lib_v3/lang/en_us.json,,ok,missing,26,0,0,26,0,
YungsBetterDesertTemples-1.21.1-NeoForge-4.1.5.jar,betterdeserttemples,assets/betterdeserttemples/lang/en_us.json,,ok,missing,13,0,0,13,0,
YungsBetterDungeons-1.21.1-NeoForge-5.1.4.jar,betterdungeons,assets/betterdungeons/lang/en_us.json,,ok,missing,86,0,0,86,0,
YungsBetterEndIsland-1.21.1-NeoForge-3.1.2.jar,betterendisland,assets/betterendisland/lang/en_us.json,,ok,missing,13,0,0,13,0,
YungsBetterJungleTemples-1.21.1-NeoForge-3.1.2.jar,betterjungletemples,assets/betterjungletemples/lang/en_us.json,,ok,missing,11,0,0,11,0,
YungsBetterMineshafts-1.21.1-NeoForge-5.1.1.jar,bettermineshafts,assets/bettermineshafts/lang/en_us.json,,ok,missing,60,0,0,60,0,
YungsBetterNetherFortresses-1.21.1-NeoForge-3.1.5.jar,betterfortresses,assets/betterfortresses/lang/en_us.json,,ok,missing,4,0,0,4,0,
YungsBetterOceanMonuments-1.21.1-NeoForge-4.1.2.jar,betteroceanmonuments,assets/betteroceanmonuments/lang/en_us.json,,ok,missing,4,0,0,4,0,
YungsBetterStrongholds-1.21.1-NeoForge-5.1.3.jar,betterstrongholds,assets/betterstrongholds/lang/en_us.json,,ok,missing,11,0,0,11,0,
YungsBetterWitchHuts-1.21.1-NeoForge-4.1.1.jar,betterwitchhuts,assets/betterwitchhuts/lang/en_us.json,,ok,missing,4,0,0,4,0,
ZeroCore2-1.21.1-2.4.21.jar,zerocore,assets/zerocore/lang/en_us.json,,ok,missing,50,0,0,50,0,
